gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
1805,Glenthorne,Devon CC,Non-Marine Devonian,The Anglo-Welsh Basin,Notified,SS795499,51.24,-3.73,279500,149900,01-Oct-85,10-Mar-87,NE,"The coastal site has the most accessible and revealing section in the Trentishoe Formation of the Hangman Sandstone Group. The Hangman Sandstone represents the Middle Devonian sequence of North Devon and Somerset. It formed at a time when the Welsh area was one of non- deposition or even erosion, and thus marks the shift southwards of the area of preserved fluvial sediment from the Brownstones. The Trentishoe Formation, which contains interbedded ephemeral lake sediments, is shown here to have been deposited by distal, largely unconfined, sheet floods, a type of stream deposit not seen elsewhere in the British Old Red Sandstone.",Devonian,Coastal and River Cliffs,GLENTHORNE
1836,Hallsands,Devon CC,Coastal Geomorphology of England,Gravel and 'shingle' beaches,Notified,SX819382,50.23,-3.66,281900,38200,01-Oct-85,16-Mar-87,NE,"Hallsands is an important site for coastal geomorphology. Its importance arises first from its location at a point where wave energy is focused at the shoreline by offshore banks, and secondly from the buried cliff forms which were excavated from beneath a gravel and shingle beach during storms in 1917, a process to which earlier dredging of intertidal shingle also contributed. The site is widely regarded as a classic locality, as much for its vivid exemplification of the dangers of beach sediment extraction as for its intrinsic geomorphological interest. However, detailed studies have shown that it was both the legacy of shingle extraction and the concentration of wave energy on this part of the coastline by the offshore Skerries Bank during north-easterly gales that were responsible for bringing about the rapid localised erosion at Hallsands.",Quaternary,Active Process Geomorphological Site,HALLSANDS-BEESANDS
1837,Budleigh Salterton Beach,Devon CC,Coastal Geomorphology of England,Gravel and 'shingle' beaches,Notified,SY040801,50.61,-3.36,304000,80100,01-Oct-85,21-Mar-86,NE,"Budleigh Salterton is an important site for coastal geomorphology. The beach is formed primarily of shingle- and cobble-sized material, derived from erosion of cliffs cut into Triassic sandstones that include pebble beds from which much of the beach sediment is derived. The plan form of the beach is controlled largely by the wave energy distribution between Littleham Cove and Otterton Point, where the beach diverts the River Otter eastwards. A shore platform known as Otterton Ledge also affects the beach alignment. Budleigh Salterton is unusual among south coast beaches in being close to equilibrium between sediment input, wave climate and beach form. This appears to result both from the relative stability of the beach and the lack of development of the estuary-mouth beach as part of the resort. Such a cliff-beach-estuary system was once a very common feature of the coastline of southern and south-eastern England, but in many places has been destroyed or modified by coast protection works.",Quaternary,Active Process Geomorphological Site,BUDLEIGH SALTERTON CLIFFS
1838,Dawlish Warren,Devon CC,Coastal Geomorphology of England,Sand-spits and tombolos,Notified,SX985795,50.61,-3.43,298500,79500,01-Oct-85,24-Feb-86,NE,"Dawlish Warren is an important site for coastal geomorphology. It is a classic landform, now partly modified, and comprises a complex sand spit dominated by two parallel ridge systems at the mouth of the Exe estuary. Extensive sandbanks to seawards affect the low and intertidal wave energy distribution, but the beach form is related largely to wave patterns at high tide levels and the discharge of the estuary, where currents control the sediment distribution more than waves. In recent years erosion has become acute at the proximal end of the spit, following protection of the cliffs to the south-west which formed at least part of the sediment supply in the past. The spit is unusual in the English Channel in being formed of sand rather than shingle. Although there are some similarities with the dune system at South Haven, significant differences between the sites occur in their alignments, relationships to estuaries and contemporary dynamics. While South Haven continues to prograde, at least in part, Dawlish Warren is largely in decline.",Quaternary,Active Process Geomorphological Site,DAWLISH WARREN
1839,Ladram Bay,Devon CC,Coastal Geomorphology of England,Soft-rock cliffs,Notified,SY100855,50.66,-3.27,310000,85500,01-Oct-85,07-Jul-86,NE,"Ladram Bay is an important site for coastal geomorphology. A series of well-developed cliffs, stacks and shore platforms cut in the red sandstone of the Keuper represent one of very few assemblages of such forms in southern Britain. Moreover, they are unique in Britain in being formed in the relatively easily eroded sandstone, and owe their preservation largely to the relatively low energy regime in which they occur. The shore platforms are structurally controlled to the extent that some surfaces coincide with joint planes, while erosion along near-vertical joints has played a major role in isolating stacks from the mainland.",Quaternary,Active Process Geomorphological Site,LADRAM BAY TO SIDMOUTH
1840,Slapton Sands,Devon CC,Coastal Geomorphology of England,Gravel and 'shingle' beaches,Notified,SX823417,50.26,-3.65,282300,41700,01-Oct-85,21-Mar-86,NE,"Slapton is an important site for coastal geomorphology. It is a classic shingle bar enclosing a lagoon, Slapton Ley. To the north, the bar is backed by an infilled former arm of the lagoon and by cliffs of lower Devonian slates and grits. Very little local material occurs in the beach, which consists mostly of flint and chert shingle. There are few such features on the coast of Britain and along the English Channel, Slapton provides an unusual combination of shingle material and an easterly aspect. Slapton has been the focus of considerable research interest and is a major site for educational studies. It forms part of a larger coastal system including Bee Sands and Hallsands.",Quaternary,Active Process Geomorphological Site,SLAPTON LEY
1867,Hartland Quay,Devon CC,Coastal Geomorphology of England,Hard-rock cliffs,Notified,SS224250,51,-4.53,222400,125000,01-Jan-86,18-Feb-91,NE,"Hartland Quay is an important site for geomorphology, in particular for relationships between coastal and fluvial features. It contains fine examples for hog's back cliffs and shore platforms, and demonstrates clear relationships between cliff forms, platform development and lithological variations. Further, it is also noted for a remarkable set of former river valleys which have been truncated by retreat of the cliff-line, so that their floors now lie well above present sea-level. Unlike similarly truncated streams in the South West Isle of Wight, those in the Hartland Quay area have been unable to erode valleys to sea-level and so reach the shore via waterfalls. In some cases the streams have also cut gorges with waterfalls.",Quaternary,Active Process Geomorphological Site,MARSLAND TO CLOVELLY COAST
1868,Hope`s Nose & Thatcher Rock,Torbay,Quaternary of South-West England,"The Quaternary history of the Dorset, south Devon and Cornish coasts",Notified,SX948633,50.46,-3.48,294800,63300,01-Jan-86,27-Jun-86,NE,"Hope's Nose and Thatcher Rock are key sites for studies of Quaternary stratigraphy and sea-level change. At Hope's Nose a shore platform at 8m is overlain by cemented raised beach, comprised of cobbles and boulders at its base, fining upwards into bedded sands. Blown sand and hillwash lie above. A similar raised beach occurs on the offshore stack of Thatcher Rock. The beach deposits are particularly important for their assemblages of fossil marine molluscs and foraminifera. Seventeen species of mollusc have been recorded from Hope's Nose and forty-three from Thatcher Rock. The assemblages from both sites are temperate in nature, although that from Thatcher Rock indicates slightly cooler conditions than those of the present-day. Amino-acid dating suggests that the Hope's Nose beach relates to oxygen isotope stage 7 (ca210,000 years BP). The well-preserved molluscan faunas and the sedimentary detail of the raised beaches are of crucial importance for dating and interpreting Quaternary sea-level changes and related environmental conditions in south-west England.",Quaternary,Coastal and River Cliffs,HOPE`S NOSE TO WALL`S HILL
1869,Start Point - Prawle Point,Devon CC,Quaternary of South-West England,"The Quaternary history of the Dorset, south Devon and Cornish coasts",Notified,SX831371,50.22,-3.64,283100,37100,01-Jan-86,24-Feb-86,NE,"Start Point - Prawle Point provides one of the best examples of head deposits in one of Britain's classic areas for this type of deposit. The head is particularly well-exposed in coastal sections and, together with adjacent tors and blockstreams, forms part of a classic assemblage of periglacial features. In addition, the site contains a valuable sequence of shore platforms and is a key locality, demonstrating a well-documented and rare example of highly active bedrock (schist) weathering in a contemporary coastal environment. Start Point - Prawle Point is therefore a site of exceptional interest for studies in periglacial and coastal geomorphology.",Quaternary,Relict Geomorphological Site,PRAWLE POINT AND START POINT
1882,Haytor Iron Mine,Devon CC,Mineralogy of South West England,,Notified,SX772770,50.58,-3.73,277200,77000,01-Mar-86,21-Mar-86,NE,"This site contains an iron ore deposit, the origins of which are a subject of debate. The ore is largely magnetite and occurs with hornblende in three beds 3m, 4.5m and 2m thick. The surrounding country rock is an actinolite-garnet hornfels, containing axinite, pyrite, chalcopyrite and pseudomorphs of quartz after datolite. A granite sill seen above the lowest ore bed is the subject of a controversy, still largely unresolved, in discussions over the genesis of the deposit. It was once thought that the iron ores originated in the granite, but later ideas assigned to the granite a role only as a heat source to metamorphose and mobilise iron ores in greenstones or sediments. The mine adit exposes clearly the three ore beds and their relationships with surrounding rocks. The site is important for its research potential as this type of mineral deposit requires more study to reach a clearer understanding of its origins.",,Rare/unique Mineral/ Fossil Site,HAYTOR AND SMALLACOMBE IRON MINES
1894,Merrivale,Devon CC,Quaternary of South-West England,Granite landscapes,Notified,SX540760,50.56,-4.06,254000,76000,01-Mar-86,27-Mar-86,NE,"The Merrivale area, encompassing Cox Tor, Staple Tor and Great Mis Tor, is a location of outstanding geomorphological importance for its assemblage of tors and periglacial landforms. It illustrates many of the classic features of tor morphology and their relationships to bedrock jointing and different rock types. The clearly demonstrated association of tors with periglacial landforms, including altiplanation terraces, blockfields, blockstreams and solifluction lobes is particularly significant in the context of the different theories of tor formation and slope evolution. Further, on the slopes below Cox Tor, there is a very rare occurrence in southern England of earth hummocks. Although they have been described as periglacial features, their mode of origin remains unclear. The variety, classic forms and clear relationships among the individual features make the Merrivale a type area for studying the landform assemblage of Dartmoor.",Quaternary,"Exposures in Disused Quarries, Pits and Cuttings",MERRIVALE
2013,Blacklane Brook,Devon CC,Quaternary of South-West England,Granite landscapes,Notified,SX627687,50.5,-3.94,262700,68700,22-Aug-87,16-Mar-87,NE,Blacklane Brook provides important palynological data on Flandrian vegetation history and environmental change on south Dartmoor. The pollen sequence is calibrated by radiocarbon dating and constitutes a valuable record of the palaeoecological history of this important area of south-west England.,Quaternary,Rare/unique Mineral/ Fossil Site,SOUTH DARTMOOR
2014,Black Ridge Brook,Devon CC,Quaternary of South-West England,Granite landscapes,Notified,SX580840,50.64,-4.01,258000,84000,01-Aug-86,16-Mar-87,NE,"Black Ridge Brook provides an important palynological record of the Flandrian vegetation history and environmental change on north Dartmoor. The pollen sequence covers the whole period from the Late Devensian/Flandrian boundary almost to the present-day and is supported by radiocarbon dating. In addition to the relatively long record, the site provides pollen evidence for local tree cover and relatively early burning.",Quaternary,Rare/unique Mineral/ Fossil Site,NORTH DARTMOOR
2035,Hannaborough Quarry,Devon CC,Igneous Rocks of South-west England,Post-orogenic volcanics (Group D sites),Notified,SS529029,50.81,-4.09,252900,102900,01-Aug-86,28-Aug-86,NE,"An important exposure of lamprophyric lava belonging to the poorly-exposed Exeter Volcanic Series outcrops at this site. The rock is an olivine-biotite phyric minette characterised by potassium enrichment and high levels of strontium, barium and light rare earth elements. The lava is representative of the high-level post-orogenic volcanicity that occurred in localised graben structures and characterised south-west England during the early Permian.",,"Exposures in Disused Quarries, Pits and Cuttings",HANNABOROUGH QUARRY
2037,Burrator Quarries,Devon CC,Igneous Rocks of South-west England,Cornubian Granite batholith (Group C sites),Notified,SX549677,50.49,-4.05,254900,67700,01-Sep-86,02-Sep-86,NE,"This site features rare exposures of the contact between the Permo- Carboniferous Dartmoor Granite and Devonian country rocks of the Kate Brook Formation. The contact is highly irregular, though sharp, and shows evidence of mobilisation of the metasediments and segregation of felsic and mafic constituents. Along the contact the country rocks have been thermally metamorphosed to form cordierite-andalusite hornfelses with extensive tourmalinisation. The site has been the subject of classic and pioneering studies investigating compositional exchanges between granite magma and country rocks and is of historical importance in understanding the genesis of granitic rocks.",,"Exposures in Disused Quarries, Pits and Cuttings",BURRATOR QUARRIES
2110,Westward Ho! Cobble Ridge,Devon CC,Coastal Geomorphology of England,Gravel and 'shingle' beaches,Notified,SS440310,51.06,-4.23,244000,131000,01-May-87,10-Mar-87,NE,"Westward Ho! Cobble Ridge is a classic coastal feature noted in particular for the large size of the sediments present. Few spits in Britain are formed of large cobbles at the back of an extensive sandy intertidal zone. Some of the cobble material derives from sources to the south, and sand, gravel and cobbles have moved to the distal end of the spit forming a spatulate feature in the Taw-Torridge Estuary.",Quaternary,Active Process Geomorphological Site,NORTHAM BURROWS
2136,Birch Tor,Devon CC,Igneous Rocks of South-west England,Cornubian Granite batholith (Group C sites),Notified,SX687813,50.62,-3.86,268700,81300,01-Feb-87,09-Mar-87,NE,"The coarse megacrystic biotite granite at Birch Tor, part of the Dartmoor mass (of Permo-Carboniferous age), is remarkable for the wide variety of xenoliths of varied size, shape and composition contained within it. In addition to metasedimentary fragments, some are igneous and the possibility exists that both pre-granite and cognate (ie fragments of igneous precursors to the granite) varieties are present. The biotite is now considered to be restitic (ie material inherited from the source rock without melting) in origin. A critical site for research into the early-stage derivation of the Cornubian granite magmas, as well as their subsequent modification by incorporation of extraneous material.",,Inland Outcrops and Stream Sections,EAST DARTMOOR
2137,Haytor Rocks and Quarries,Devon CC,Igneous Rocks of South-west England,Cornubian Granite batholith (Group C sites),Notified,SX758771,50.58,-3.75,275800,77100,01-Mar-87,09-Mar-87,NE,"Exposures of two principal variants (the giant and blue varieties) of the coarse, megacrystic biotite-granite of Dartmoor. These rocks (of Permo-Carboniferous age), and the relationships between them, have been of critical significance in the evolution of geological thought concerning the genesis of the Cornubian granites. Initially considered to be two distinct intrusions, it is now realised that much of the variation between the two types is gradational. A third granite, of finer grain size, forms a later crosscutting sheet which displays pronounced vertical columnar jointing.",,"Exposures in Disused Quarries, Pits and Cuttings",HAYTOR ROCKS AND QUARRIES
2138,Leusdon Common,Devon CC,Igneous Rocks of South-west England,Cornubian Granite batholith (Group C sites),Notified,SX705729,50.54,-3.83,270500,72900,01-Mar-87,09-Mar-87,NE,At this site exposures of Carboniferous aureole rocks illustrate the nature of the uppermost wall and lower roof of the Permo- Carboniferous Dartmoor Granite intrusion. The most striking feature of the site is its demonstration of xenoliths in all stages of assimilation by granite and an intimate interdigitation of granite and country rock attributed to mobilisation and plastic flow close to the contact. Migmatisation as well-developed as this is absent elsewhere near the Cornubian granites.,,Inland Outcrops and Stream Sections,LEUSDON COMMON
2139,Meldon Aplite Quarries,Devon CC,Igneous Rocks of South-west England,Cornubian Granite batholith (Group C sites),Notified,SX567921,50.71,-4.03,256700,92100,01-Oct-86,15-Feb-91,NE,"This locality exhibits the best exposures of the Meldon Aplite, a major dyke of Permian age some 3km in length and characterised by a chemistry and mineralogy that are unique in the British Isles. The dyke, which can be seen to split locally into several branches and veins, is predominantly fine-grained although distinct marginal variants, internal mineral banding and pegmatitic pockets do occur. The rock is chemically distinct by virtue of its sodic nature and unusual concentrations of minor elements and volatiles. It is world famous for the variety of its lithium-, beryllium-, boron- and fluorine-bearing minerals. These occur both in the dyke and in metasomatic skarns in the surrounding semi-pelitic and calcareous metasediments.",,"Exposures in Disused Quarries, Pits and Cuttings",MELDON APLITE QUARRY
2244,Mill Rock,Devon CC,Silurian - Devonian Chordata,Mid- and Late Devonian fossil fishes sites of England and Wales,Notified,SS455432,51.17,-4.21,245500,143200,01-Mar-80,09-Mar-87,NE,"Scattered well-preserved fragments of Upper Devonian fish occur here in a tuff and in associated shales within the Pickwell Down Sandstones. Bothriolepis, Holoptychius, Polyplocodus and cf Holomena have been recorded. The unusual palaeoenvironment and ecological relationships recorded here make this a site with potential for research on fossil fish and their ecological preferences.",Devonian,Coastal and River Cliffs,MILL ROCK
2270,Ryecroft Quarry,Devon CC,Igneous Rocks of South-west England,Pre-orogenic volcanics (Group B sites),Notified,SX843847,50.65,-3.64,284300,84700,09-Mar-87,09-Mar-87,NE,"The long quarry face exposes about a third of the 120m thick Ryecroft greenstone. This is typical of the more massive alkali dolerite sills in the area and is intruded into Lower Carboniferous culm argillites. This particular example illustrates internal primary lithological differentiation, as well as cryptic mineralogical variation, and relative to other Carboniferous sills has been chemically and petrographically studied in some detail. In particular the sill is characterised by the presence of large, elongate, early apatite crystals.",,"Exposures in Disused Quarries, Pits and Cuttings",RYECROFT QUARRY
2604,Braunton Burrows,Devon CC,Coastal Geomorphology of England,Sandy beaches and dunes,Notified,SS440350,51.09,-4.23,244000,135000,05-Jul-88,14-Jul-88,NE,"Braunton Burrows is a key site for coastal geomorphology. It is one of the three largest sand dune systems on the west coast of Britain and the one least affected by underlying geology and afforestation. It is also important for its diversity of form and has the largest available relief of any west coast dune system. In the central part of the Burrows where the highest dunes occur (up to 30m OD) there are three main parallel ridges separated by slacks and fronted by a line of foredunes. To the north and south the structure of the dunes is influenced by Saunton Down and the Taw-Torridge estuary, respectively, while to the west there is an extensive area of low dunes and slacks. The legacy of major blowouts is also apparent. There is good documentation of post-war changes in dune form, and cartographic records extend back to the beginning of the 19th century.",Quaternary,Active Process Geomorphological Site,BRAUNTON BURROWS
2609,Tower Wood Quarry,Devon CC,Palaeogene,Western Outliers of Dorset and Devon,Notified,SX877857,50.66,-3.59,287700,85700,02-Sep-88,09-Sep-88,NE,"This quarry is the type section for the Tower Wood Gravel, the residual facies of the Haldon GravelS. Up to 8m (only 2-3m exposed currently) of unabraded gravels representing the product of in situ solution of the Chalk are exposed, in an approximately 20m long section.",Tertiary,"Exposures in Disused Quarries, Pits and Cuttings",TOWER WOOD QUARRY
2610,Buller's Hill Quarry,Devon CC,Palaeogene,Western Outliers of Dorset and Devon,Notified,SX882847,50.65,-3.58,288200,84700,02-Sep-88,09-Sep-88,NE,"With the demise ofthe Haldon Hill Sand Pits, this quarry is now the best exposure of the Haldon Gravels - mainly flint-bearing gravels of early Palaeogene age. It is the type locality for the Buller's Hill Gravel, the fluvial facies of these gravels, which rests here on the Tower Wood Gravel, a residual facies derived by in situ solution of the Chalk. In places the latter is seen to lie on the Upper Greensand.",Tertiary,"Exposures in Disused Quarries, Pits and Cuttings",BULLER`S HILL QUARRY
2713,Meldon Quarry,Devon CC,Variscan Structures of South-West England,,Notified,SX570927,50.72,-4.03,257000,92700,24-Oct-88,08-Nov-88,NE,"Meldon Quarry provides classic exposures of complexly folded and faulted cherts, siliceous shales and tuffs of the Greystone Formation. The overall impression is of an open, upright anticline with an axial surface dipping steeply to the north. Recent re-interpretation of the Meldon Quarries and surrounds indicates that the quarries expose a section through the Greystone Nappe, and that the abundant high-angle faulting and the antiformal structure are merely modifications of the nappe structures. The site includes numerous examples of small scale structures, sedimentological indicators of way-up, and a number of instructive examples of larger folds, faults and soft-sediment deformation. Variscan structures have been recorded here over a period of some 30 years and, as a consequence, studies of this site have been extremely influential in the development of the understanding of the structure of the Variscides of south-west England. In fact, the site is structurally very complex, to the point that further research will inevitably be necessary to evaluate the detailed structure of the sequences exposed in the quarry and surrounding area.",,Exposures in Active Quarries and Pits,MELDON QUARRY
2715,Coryton Quarry,Devon CC,Variscan Structures of South-West England,,Notified,SX466849,50.64,-4.17,246600,84900,29-Mar-89,29-Mar-89,NE,"This disused quarry, formerly worked from partially underground galleries, provides important exposures of upper Visean limestone and shales which have been recumbently folded on a large scale. Bedding is subvertical, dipping and younging towards the north. One gallery in particular demonstrates the hinge zone of a major north- facing recumbent fold. Large scale mullion structures, and a non- axial planar cleavage form, can be observed. This provides an important demonstration of structures developed during the Variscan orogenic episode and in particular gives unequivocal evidence of fold facing directions for this region.",,"Exposures in Disused Quarries, Pits and Cuttings",CORYTON QUARRY
2716,Lydford Gorge,Devon CC,Variscan Structures of South-West England,,Notified,SX501832,50.63,-4.12,250100,83200,04-Apr-89,02-Jan-00,NE,"Lydford Gorge includes probably the best inland natural exposure of a major Variscan thrust in south-west England. The thrust separates a sequence of Famennian pelagic slates and limestones below from the overlying Greystone Nappe, which hereabouts comprises an inverted sequence of highly deformed slates, probably of Lower Carboniferous age. The thrust is marked by a zone of fault rocks up to 30m thick, which includes mylonites and cataclasites derived from both hanging- and footwall lithologies. Within the gorge numerous examples of small scale syn-sedimentary and tectonic structures are exposed, along with examples of a variety of minor thrust structures, including footwall and sidewall ramps exposed in 3-dimensions. In the southern part of the gorge there is an exposure of a high-angle syn-sedimentary fault. This separates the Famennian rise facies from basinal facies which predate the thrust. This is probably the only known exposure of such a fault in south-west England.",,Inland Outcrops and Stream Sections,LYDFORD GORGE
2719,Welcombe Mouth,Devon CC,Variscan Structures of South-West England,,Notified,SS212179,50.93,-4.54,221200,117900,24-Oct-88,18-Feb-91,NE,"Welcombe Mouth provides exposures of outstanding examples of the anomalous recumbent folds affecting the more normal upright folds on the north Cornwall-Devon coast. The rocks involved are turbiditic sandstones and mudstones belonging to the upper part of the Crackington Formation. The apex of the rather open anticline at the northern end of the site is refolded into a recumbent chevron fold facing south, and another much tighter anticline to the south of the access path is also refolded at its crest by a south facing fold. The cleavage associated with the more upright fold is tipped over into a relatively flat-lying orientation. The origin of these structures was originally attributed to gravitational flow down the flanks of major folds, presumably at a high crustal level. It has more recently been suggested that they were formed by a southerly directed simple shear deformation connected with the backthrusting which took place in the area to the south.",,Coastal and River Cliffs,MARSLAND TO CLOVELLY COAST
2821,Aller Sand Pit,Devon CC,Palaeogene,Western Outliers of Dorset and Devon,Notified,SX881693,50.51,-3.58,288100,69300,22-Dec-88,19-Dec-88,NE,"This quarry includes excellent exposures in crossbedded and channelled gravels and sands, with subordinate muds, which represent deposition in a probable braided stream environment. This is the type section for the Aller Gravel, and it represents the largest and best section remaining of the Palaeogene gravels in the Southwest Peninsula. It is, therefore, of critical value for the study of palaeoenvironments and provenance early in the Tertiary sub-era.",Tertiary,"Exposures in Disused Quarries, Pits and Cuttings",ALLER SAND PIT
2847,Cholwell Brook,Devon CC,Variscan Structures of South-West England,,Notified,SX509808,50.61,-4.11,250900,80800,29-Mar-89,29-Mar-89,NE,"This site includes a stream section through deformed, interbedded, turbidite sandstones and shales of the Crackington Formation (Namurian) and shows the tectonic lower boundary of this formation with the Lower Carboniferous Brendon Formation beneath. The Crackington Formation is inverted overall and demonstrates the fold nappe concept applied to this sequence by recent workers. Small scale sedimentological features, cleavage-bedding relationships and fold shapes are well-exposed, and demonstrate way-up, younging direction, structural facing and vergence. The lower thrusted boundary to the formation is marked by about 50m of tectonic melange consisting of clasts of sandstones, chert, dolerite, limestone and volcanic rocks up to tens of metres in length, set in a soft clay gouge matrix. The fault zone, and the transition into it, is clearly exposed in the stream section. This thrust is one of the most important tectonostratigraphic boundaries of south-west England, separating the structurally higher Carboniferous sequences from older, more deformed, sequences beneath.",,Inland Outcrops and Stream Sections,CHOLWELL BROOK
2870,River Lyn,Devon CC,Fluvial Geomorphology of England,Karst in Wales,Notified,SS702442,51.18,-3.86,270200,144200,31-Mar-89,31-Mar-89,NE,"The Lyn catchment was the scene of a unique rainfall sequence and flood event in 1952. The volumes of water and sediment moved were enormous and the geomorphological effects are still evident today. In the Cannon Hill valley erosional and depositional features are clear, including slope scars and boulder deposits. In the lower gorge, a suite of huge boulders emphasise the magnitude and power of the flood event. Nationally, the Lyn is important in demonstrating the effects of high magnitude-low frequency floods and their persisting impact on the landscape.",Quaternary,Active Process Geomorphological Site,RIVER LYN
2870,River Lyn,Devon CC,Fluvial Geomorphology of England,Fluvial geomorphology of central and southern England,Notified,SS702442,51.18,-3.86,270200,144200,31-Mar-89,31-Mar-89,NE,"The Lyn catchment was the scene of a unique rainfall sequence and flood event in 1952. The volumes of water and sediment moved were enormous and the geomorphological effects are still evident today. In the Cannon Hill valley erosional and depositional features are clear, including slope scars and boulder deposits. In the lower gorge, a suite of huge boulders emphasise the magnitude and power of the flood event. Nationally, the Lyn is important in demonstrating the effects of high magnitude-low frequency floods and their persisting impact on the landscape.",Quaternary,Active Process Geomorphological Site,RIVER LYN
2871,River Exe,Devon CC,Fluvial Geomorphology of England,Fluvial geomorphology of central and southern England,Notified,SX930986,50.78,-3.52,293000,98600,31-Mar-89,31-Mar-89,NE,"This reach of the River Exe is important in illustrating two types of floodplain development, principally through small-scale, high- frequency discharge events. The floodplain had developed through lateral meander movement and overbank sedimentation in abandoned palaeochannels. Detailed study of one complex meander bend has shown that maximum erosion occurred during discharge events with a recurrence interval of 2.5 years; evidence for large scale flood erosion is absent. This site therefore provides an important contrast with others such as the Lyn where high magnitude, low-frequency events have left a significant geomorphological impact.",Quaternary,Active Process Geomorphological Site,BRAMPFORD SPEKE
2871,River Exe,Devon CC,Fluvial Geomorphology of England,Karst in Wales,Notified,SX930986,50.78,-3.52,293000,98600,31-Mar-89,31-Mar-89,NE,"This reach of the River Exe is important in illustrating two types of floodplain development, principally through small-scale, high- frequency discharge events. The floodplain had developed through lateral meander movement and overbank sedimentation in abandoned palaeochannels. Detailed study of one complex meander bend has shown that maximum erosion occurred during discharge events with a recurrence interval of 2.5 years; evidence for large scale flood erosion is absent. This site therefore provides an important contrast with others such as the Lyn where high magnitude, low-frequency events have left a significant geomorphological impact.",Quaternary,Active Process Geomorphological Site,BRAMPFORD SPEKE
2872,River Axe at Axminster and Whitford,Devon CC,Fluvial Geomorphology of England,Karst in Wales,Notified,SY268961,50.76,-3.04,326800,96100,31-Mar-89,31-Mar-89,NE,"In contrast to the normal pattern of lowland stream stability, the Axe is a relatively active river. Two particular types of channel mobility are very well-demonstrated. Near Axminster, individual meanders are developing in situ through lateral growth in an unconstrained situation. Near Whitford, however, lateral mobility of the river is constrained by the railway embankment and the meanders are moving down valley. Together the two sites clearly illustrate important facets of lowland stream mobility and the effects of one fundamental control on river planform changes.",Quaternary,Active Process Geomorphological Site,RIVER AXE
2872,River Axe at Axminster and Whitford,Devon CC,Fluvial Geomorphology of England,Fluvial geomorphology of central and southern England,Notified,SY268961,50.76,-3.04,326800,96100,31-Mar-89,31-Mar-89,NE,"In contrast to the normal pattern of lowland stream stability, the Axe is a relatively active river. Two particular types of channel mobility are very well-demonstrated. Near Axminster, individual meanders are developing in situ through lateral growth in an unconstrained situation. Near Whitford, however, lateral mobility of the river is constrained by the railway embankment and the meanders are moving down valley. Together the two sites clearly illustrate important facets of lowland stream mobility and the effects of one fundamental control on river planform changes.",Quaternary,Active Process Geomorphological Site,RIVER AXE
2876,Lydford Gorge,Devon CC,Fluvial Geomorphology of England,Fluvial geomorphology of central and southern England,Notified,SX505843,50.64,-4.11,250500,84300,04-Apr-89,02-Jan-00,NE,"Lydford Gorge is a classic example of a gorge; it is the deepest in the whole of south-west England. In places it is only a few metres wide and contains excellent examples of potholes. The gorge developed as a result of the diversion of the River Lyd to a shorter course and steeper fall though the breaching of the side of its original valley by another river. Therefore, as well as providing important examples of fluvial features developed in bedrock, the site is also significant as an example of the effects of drainage diversion.",Quaternary,Active Process Geomorphological Site,LYDFORD GORGE
2876,Lydford Gorge,Devon CC,Fluvial Geomorphology of England,Karst in Wales,Notified,SX505843,50.64,-4.11,250500,84300,04-Apr-89,02-Jan-00,NE,"Lydford Gorge is a classic example of a gorge; it is the deepest in the whole of south-west England. In places it is only a few metres wide and contains excellent examples of potholes. The gorge developed as a result of the diversion of the River Lyd to a shorter course and steeper fall though the breaching of the side of its original valley by another river. Therefore, as well as providing important examples of fluvial features developed in bedrock, the site is also significant as an example of the effects of drainage diversion.",Quaternary,Active Process Geomorphological Site,LYDFORD GORGE
2894,Beesands - Hallsands,Devon CC,Variscan Structures of South-West England,,Notified,SX819402,50.25,-3.66,281900,40200,15-May-89,15-May-89,NE,"The Beesands-Hallsands shore is a classic geological section providing exposures across the southern limb of the Dartmouth Antiform, here consisting of Lower Devonian, Meadfoot Group slates, and the faulted junction with the schists of the Start Complex. The Meadfoot Group slates are exposed between Beesands and Greenstraight and show great structural complexity, resulting from the effects of four episodes of deformation, becoming progressively more intense southwards. The junction with the Start Complex is exposed from time to time in the beach at Greenstraight and consists of a normal fault, the Start Boundary Fault. The Start Complex consists of mica-schists and hornblende schists of much higher metamorphic grade than the Meadfoot Beds but showing similar structural characteristics. The original relationship between these two groups has been the subject of intensive debate but structural and radiometric evidence now suggests both are of Lower Devonian age but differ in the depth of burial and degree of metamorphism to which they were subjected. This is one of the best sections for the study of geological structures in south-west England.",,Coastal and River Cliffs,HALLSANDS-BEESANDS
